metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"las vegas, nevada",NV,"Las Vegas, NV",1174927,clark-county-school-district,clark county school district,ccsd.net,education management,linkedin.com/company/clark-county-school-district,13948,mgm-resorts-international,mgm resorts international,mgmresorts.com,hospitality,linkedin.com/company/mgm-resorts-international,6767,caesars-entertainment-inc,"caesars entertainment, inc.",caesars.com,hospitality,linkedin.com/company/caesars-entertainment-inc,5054,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,4995,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,4538,officialunlv,university of nevada-las vegas,unlv.edu,higher education,linkedin.com/company/officialunlv,3884,wynn-las-vegas,wynn las vegas,wynnlasvegas.com,hospitality,linkedin.com/company/wynn-las-vegas,3694,hewlett-packard-enterprise,hewlett packard enterprise,hpe.com,information technology and services,linkedin.com/company/hewlett-packard-enterprise,3563,clark-county,clark county,clarkcountynv.gov,government administration,linkedin.com/company/clark-county,2808,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,2678
"lawrence, kansas",KS,"Lawrence, KS",73059,university-of-kansas,the university of kansas,ku.edu,higher education,linkedin.com/company/university-of-kansas,4193,lawrence-public-schools,lawrence public schools,lawrence.k12.ma.us,primary/secondary education,linkedin.com/company/lawrence-public-schools,576,lawrence-memorial-hospital,lawrence memorial hospital,lmh.org,hospital & health care,linkedin.com/company/lawrence-memorial-hospital,237,lmh-health,lmh health,None,hospital & health care,linkedin.com/company/lmh-health,230,amarr-garage-doors,amarr,amarr.com,building materials,linkedin.com/company/amarr-garage-doors,223,city-of-lawrence-ks,"city of lawrence, ks",lawrenceks.org,government administration,linkedin.com/company/city-of-lawrence-ks,160,baker-university,baker university,bakeru.edu,higher education,linkedin.com/company/baker-university,158,berryglobal,"berry global, inc.",berryglobal.com,plastics,linkedin.com/company/berryglobal,151,bert-nash-community-mental-health-center,bert nash community mental health center,bertnash.org,mental health care,linkedin.com/company/bert-nash-community-mental-health-center,151,gdit,general dynamics information technology,gdit.com,information technology and services,linkedin.com/company/gdit,144
"lawton, oklahoma",OK,"Lawton, OK",44058,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,1985,lawton-public-schools,lawton public schools,lawtonps.org,education management,linkedin.com/company/lawton-public-schools,740,comanche-county-memorial-hospital,comanche county memorial hospital,ccmhonline.com,hospital & health care,linkedin.com/company/comanche-county-memorial-hospital,528,cameron-university,cameron university,cameron.edu,higher education,linkedin.com/company/cameron-university,448,goodyear,the goodyear tire & rubber company,goodyear.com,automotive,linkedin.com/company/goodyear,446,city-of-lawton,city of lawton,cityof.lawton.ok.us,utilities,linkedin.com/company/city-of-lawton,162,ccmh,ccmh,ccmh.com,hospital & health care,linkedin.com/company/ccmh,154,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,140,serco,serco,serco.com,outsourcing/offshoring,linkedin.com/company/serco,131,halliburton,halliburton,halliburton.com,oil & energy,linkedin.com/company/halliburton,109
"lebanon, pennsylvania",PA,"Lebanon, PA",47449,pennstatehealth,penn state health,pennstatehealth.org,hospital & health care,linkedin.com/company/pennstatehealth,443,the-hershey-company,the hershey company,thehersheycompany.com,consumer goods,linkedin.com/company/the-hershey-company,294,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,229,wellspan-health,wellspan health,wellspan.org,hospital & health care,linkedin.com/company/wellspan-health,179,penn-state-university,penn state university,psu.edu,higher education,linkedin.com/company/penn-state-university,158,lebanon-valley-college,lebanon valley college,lvc.edu,higher education,linkedin.com/company/lebanon-valley-college,137,hershey-entertainment-&-resorts,hershey entertainment & resorts,hersheyjobs.com,hospitality,linkedin.com/company/hershey-entertainment-&-resorts,123,good-samaritan-health-system,wellspan good samaritan hospital,gshleb.org,hospital & health care,linkedin.com/company/good-samaritan-health-system,86,army-national-guard,army national guard,nationalguard.com,military,linkedin.com/company/army-national-guard,82,bayer,bayer,bayer.com,pharmaceuticals,linkedin.com/company/bayer,79
"lewiston, idaho",ID,"Lewiston, ID",17009,clearwaterpaper,clearwater paper corporation,clearwaterpaper.com,paper & forest products,linkedin.com/company/clearwaterpaper,357,lewis-clark-state-college,lewis-clark state college,lcsc.edu,higher education,linkedin.com/company/lewis-clark-state-college,319,nez-perce-tribe,nez perce tribe,nezperce.org,government administration,linkedin.com/company/nez-perce-tribe,190,cable-one,cable one,cableone.net,telecommunications,linkedin.com/company/cable-one,178,sel,sel,selinc.com,electrical/electronic manufacturing,linkedin.com/company/sel,138,tri-state-memorial-hospital,tri-state memorial hospital,tristatehospital.org,hospital & health care,linkedin.com/company/tri-state-memorial-hospital,124,vistaoutdoorinc,vista outdoor inc.,vistaoutdoor.com,consumer goods,linkedin.com/company/vistaoutdoorinc,119,atk,orbital atk,orbitalatk.com,defense & space,linkedin.com/company/atk,107,lewiston-school-district,lewiston school district,lewistonschools.net,education management,linkedin.com/company/lewiston-school-district,90,cambia-health-solutions,cambia health solutions,cambiahealth.com,"health, wellness and fitness",linkedin.com/company/cambia-health-solutions,82
"lewiston, maine",ME,"Lewiston, ME",45712,td,td,td.com,banking,linkedin.com/company/td,695,central-maine-healthcare,central maine healthcare,cmhc.org,hospital & health care,linkedin.com/company/central-maine-healthcare,534,bates-college,bates college,bates.edu,higher education,linkedin.com/company/bates-college,518,stateofmaine,state of maine,maine.gov,government administration,linkedin.com/company/stateofmaine,261,l.l.bean,l.l.bean,llbean.com,retail,linkedin.com/company/l.l.bean,202,stmarysmaine,st. mary's regional medical center,stmarysmaine.com,hospital & health care,linkedin.com/company/stmarysmaine,154,bath-iron-works,general dynamics - bath iron works,gdbiw.com,shipbuilding,linkedin.com/company/bath-iron-works,134,auburn-school-department,auburn school department,None,primary/secondary education,linkedin.com/company/auburn-school-department,115,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,112,lewiston-public-schools,lewiston public schools,lewistonpublicschools.org,hospital & health care,linkedin.com/company/lewiston-public-schools,110
"lexington, kentucky",KY,"Lexington, KY",273560,universityofkentucky,university of kentucky,uky.edu,higher education,linkedin.com/company/universityofkentucky,11000,fayette-county-public-schools-ky-,fayette county public schools (ky),fcps.net,primary/secondary education,linkedin.com/company/fayette-county-public-schools-ky-,2879,university-of-kentucky-healthcare,uk healthcare,ukhealthcare.uky.edu,hospital & health care,linkedin.com/company/university-of-kentucky-healthcare,1874,lexmark,"lexmark international, inc.",lexmark.com,information technology and services,linkedin.com/company/lexmark,1625,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,1287,commonwealth-of-kentucky,commonwealth of kentucky,careers.ky.gov,government administration,linkedin.com/company/commonwealth-of-kentucky,817,lfucg_2,lfucg,lexingtonky.gov,government administration,linkedin.com/company/lfucg_2,814,toyota-north-america,toyota north america,toyota.com,automotive,linkedin.com/company/toyota-north-america,791,toyota,toyota motor corporation,toyota-global.com,automotive,linkedin.com/company/toyota,764,kroger,kroger,thekrogerco.com,retail,linkedin.com/company/kroger,654
"lima, ohio",OH,"Lima, OH",36322,lima-memorial-health-system,lima memorial health system,limamemorial.org,hospital & health care,linkedin.com/company/lima-memorial-health-system,301,mercyhealth-chp,mercy health,mercy.com,hospital & health care,linkedin.com/company/mercyhealth-chp,256,procter-and-gamble,procter & gamble,pg.com,consumer goods,linkedin.com/company/procter-and-gamble,255,st-ritas-medical-center,st ritas medical center,None,hospital & health care,linkedin.com/company/st-ritas-medical-center,186,lima-city-schools_2,lima city schools,limacityschools.org,education management,linkedin.com/company/lima-city-schools_2,168,bluffton-university,bluffton university,bluffton.edu,higher education,linkedin.com/company/bluffton-university,141,crownequipment,crown equipment corporation,crown.com,logistics and supply chain,linkedin.com/company/crownequipment,140,ford-motor-company,ford motor company,ford.com,automotive,linkedin.com/company/ford-motor-company,140,honda-of-america-mfg.-inc.,"honda of america mfg., inc.",ohio.honda.com,automotive,linkedin.com/company/honda-of-america-mfg.-inc.,117,rhodes-state-college,rhodes state college,rhodesstate.edu,education management,linkedin.com/company/rhodes-state-college,108
"lincoln, nebraska",NE,"Lincoln, NE",201221,university-of-nebraska-lincoln,university of nebraska-lincoln,unl.edu,higher education,linkedin.com/company/university-of-nebraska-lincoln,5124,lincoln-public-schools,lincoln public schools,lps.org,education management,linkedin.com/company/lincoln-public-schools,3102,state-of-nebraska,state of nebraska,nebraska.gov,government administration,linkedin.com/company/state-of-nebraska,2452,bryan-health,bryan health,bryanhealth.org,hospital & health care,linkedin.com/company/bryan-health,1735,nelnet,nelnet,nelnet.com,information technology and services,linkedin.com/company/nelnet,1002,university-of-nebraska,university of nebraska,nebraska.edu,higher education,linkedin.com/company/university-of-nebraska,888,ameritas,ameritas,ameritas.com,insurance,linkedin.com/company/ameritas,833,duncan-aviation,duncan aviation,duncanaviation.aero,aviation & aerospace,linkedin.com/company/duncan-aviation,528,southeast-community-college,southeast community college,southeast.edu,higher education,linkedin.com/company/southeast-community-college,424,sandhillsglobal,sandhills global,sandhills.com,publishing,linkedin.com/company/sandhillsglobal,411
"little rock, arkansas",AR,"Little Rock, AR",347757,uams,uams - university of arkansas for medical sciences,uamshealth.com,hospital & health care,linkedin.com/company/uams,5023,arkansas-children's-hospital,arkansas children's hospital,archildrens.org,hospital & health care,linkedin.com/company/arkansas-children's-hospital,2062,state-of-arkansas_2,state of arkansas,arkansas.gov,government administration,linkedin.com/company/state-of-arkansas_2,1878,little-rock-school-district,little rock school district,lrsd.org,primary/secondary education,linkedin.com/company/little-rock-school-district,1783,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,1750,university-of-arkansas-at-little-rock,university of arkansas at little rock,ualr.edu,higher education,linkedin.com/company/university-of-arkansas-at-little-rock,1653,acxiom,acxiom,acxiom.com,information technology and services,linkedin.com/company/acxiom,1593,arkansas-blue-cross-blue-shield,arkansas blue cross blue shield,arkansasbluecross.com,insurance,linkedin.com/company/arkansas-blue-cross-blue-shield,1588,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,1482,baptist-health_394296,baptist health,baptist-health.com,hospital & health care,linkedin.com/company/baptist-health_394296,1370
"logan, utah",UT,"Logan, UT",56592,utah-state-university,utah state university,usu.edu,higher education,linkedin.com/company/utah-state-university,3586,conservice,conservice the utility experts®,conservice.com,utilities,linkedin.com/company/conservice,565,ifit---fitness-technology,ifit - fitness technology,ifit.com,"health, wellness and fitness",linkedin.com/company/ifit---fitness-technology,507,intermountain-healthcare,intermountain healthcare,intermountainhealthcare.org,hospital & health care,linkedin.com/company/intermountain-healthcare,464,cache-county-school-district,cache county school district,ccsdut.org,medical practice,linkedin.com/company/cache-county-school-district,384,space-dynamics-laboratory,space dynamics laboratory,sdl.usu.edu,defense & space,linkedin.com/company/space-dynamics-laboratory,322,thermo-fisher-scientific,thermo fisher scientific,thermofisher.com,research,linkedin.com/company/thermo-fisher-scientific,321,campbell-scientific,"campbell scientific, inc.",campbellsci.com,electrical/electronic manufacturing,linkedin.com/company/campbell-scientific,160,cytiva,cytiva,cytiva.com,biotechnology,linkedin.com/company/cytiva,155,schreiber-foods,schreiber foods,schreiberfoods.com,food production,linkedin.com/company/schreiber-foods,146
"longview, texas",TX,"Longview, TX",91128,eastman,eastman,eastman.com,chemicals,linkedin.com/company/eastman,634,longview-independent-school-district,longview independent school district,lisd.org,education management,linkedin.com/company/longview-independent-school-district,445,good-shepherd-health-system,good shepherd health system,gsmc.org,hospital & health care,linkedin.com/company/good-shepherd-health-system,415,letourneau-university,letourneau university,letu.edu,higher education,linkedin.com/company/letourneau-university,401,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,362,marshall-independent-school-district,marshall independent school district,marshallisd.com,primary/secondary education,linkedin.com/company/marshall-independent-school-district,335,pine-tree-isd,pine tree isd,ptisd.org,primary/secondary education,linkedin.com/company/pine-tree-isd,287,kilgore-college,kilgore college,kilgore.edu,higher education,linkedin.com/company/kilgore-college,285,cityoflongview,city of longview,longviewtexas.gov,government administration,linkedin.com/company/cityoflongview,258,hallsville-independent-school-district,hallsville independent school district,None,education management,linkedin.com/company/hallsville-independent-school-district,214
"longview, washington",WA,"Longview, WA",27898,peacehealth,peacehealth,peacehealth.org,hospital & health care,linkedin.com/company/peacehealth,511,lower-columbia-college,lower columbia college,lowercolumbia.edu,higher education,linkedin.com/company/lower-columbia-college,221,longview-school-district,longview school district,longview.k12.wa.us,primary/secondary education,linkedin.com/company/longview-school-district,180,weyerhaeuser,weyerhaeuser,weyerhaeuser.com,paper & forest products,linkedin.com/company/weyerhaeuser,145,kelso-school-district,kelso school district,None,primary/secondary education,linkedin.com/company/kelso-school-district,142,kapstone-paper-and-packaging-corporation,kapstone paper and packaging corporation,kapstonepaper.com,paper & forest products,linkedin.com/company/kapstone-paper-and-packaging-corporation,104,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,87,jhkelly-llc,"jhkelly, llc",jhkelly.com,construction,linkedin.com/company/jhkelly-llc,86,foster-farms,foster farms,fosterfarms.com,food production,linkedin.com/company/foster-farms,81,cowlitz-county-pud,cowlitz pud,cowlitzpud.org,utilities,linkedin.com/company/cowlitz-county-pud,71
"los angeles, california",CA,"Los Angeles, CA",8140176,kaiser-permanente,kaiser permanente,kp.org,hospital & health care,linkedin.com/company/kaiser-permanente,29689,los-angeles-unified-school-district,los angeles unified school district,lausd.net,education management,linkedin.com/company/los-angeles-unified-school-district,29201,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,20596,the-walt-disney-company,the walt disney company,disneycareers.com,entertainment,linkedin.com/company/the-walt-disney-company,16044,northrop-grumman-corporation,northrop grumman,northropgrumman.com,defense & space,linkedin.com/company/northrop-grumman-corporation,15317,ucla,ucla,ucla.edu,higher education,linkedin.com/company/ucla,15171,boeing,boeing,boeing.com,aviation & aerospace,linkedin.com/company/boeing,14587,university-of-southern-california,university of southern california,usc.edu,research,linkedin.com/company/university-of-southern-california,14352,bank-of-america,bank of america,bankofamerica.com,banking,linkedin.com/company/bank-of-america,14250,apple,apple,apple.com,consumer electronics,linkedin.com/company/apple,13500
"louisville, kentucky",KY,"Louisville, KY",600012,humana,humana,humana.com,insurance,linkedin.com/company/humana,11136,jefferson-county-public-schools,jefferson county public schools,jefferson.www.jefferson.kyschools.us,education management,linkedin.com/company/jefferson-county-public-schools,6940,ups,ups,ups.com,transportation/trucking/railroad,linkedin.com/company/ups,6806,norton-healthcare,norton healthcare,nortonhealthcare.com,hospital & health care,linkedin.com/company/norton-healthcare,6446,university-of-louisville,university of louisville,louisville.edu,higher education,linkedin.com/company/university-of-louisville,5595,ford-motor-company,ford motor company,ford.com,automotive,linkedin.com/company/ford-motor-company,2670,geappliancesco,"ge appliances, a haier company",geappliances.com,consumer goods,linkedin.com/company/geappliancesco,2240,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,2137,louisville-metro-government,louisville metro government,louisvilleky.gov,government administration,linkedin.com/company/louisville-metro-government,1696,kroger,kroger,thekrogerco.com,retail,linkedin.com/company/kroger,1548
"lubbock, texas",TX,"Lubbock, TX",137813,texas-tech-university,texas tech university,ttu.edu,higher education,linkedin.com/company/texas-tech-university,6042,lubbock-isd,lubbock isd,lubbockisd.org,primary/secondary education,linkedin.com/company/lubbock-isd,2075,texas-tech-university-health-sciences-center,texas tech university health sciences center,ttuhsc.edu,higher education,linkedin.com/company/texas-tech-university-health-sciences-center,1905,covenanthealth,covenant health,covenanthealth.org,hospital & health care,linkedin.com/company/covenanthealth,1524,umc-health-system,umc health system,umchealthsystem.com,hospital & health care,linkedin.com/company/umc-health-system,1051,united-supermarkets,"united supermarkets, llc",unitedtexas.com,supermarkets,linkedin.com/company/united-supermarkets,505,city-of-lubbock,city of lubbock,mylubbock.us,information services,linkedin.com/company/city-of-lubbock,490,at&t,at&t,att.com,telecommunications,linkedin.com/company/at&t,378,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,315,frenship-isd,frenship isd,frenship.net,primary/secondary education,linkedin.com/company/frenship-isd,305
"lynchburg, virginia",VA,"Lynchburg, VA",84123,liberty-university,liberty university,liberty.edu,higher education,linkedin.com/company/liberty-university,3471,centra-health,centra health,centrahealth.com,hospital & health care,linkedin.com/company/centra-health,2012,lynchburg-city-schools,lynchburg city schools,lcsedu.net,primary/secondary education,linkedin.com/company/lynchburg-city-schools,740,genworth-financial_2,genworth,genworth.com,insurance,linkedin.com/company/genworth-financial_2,660,framatome,framatome,framatome.com,oil & energy,linkedin.com/company/framatome,596,university.of.lynchburg,lynchburg college,lynchburg.edu,higher education,linkedin.com/company/university.of.lynchburg,583,bwx-technologies,"bwx technologies, inc.",bwxt.com,defense & space,linkedin.com/company/bwx-technologies,533,city-of-lynchburg,city of lynchburg,lynchburgva.gov,government administration,linkedin.com/company/city-of-lynchburg,341,j-crew,j.crew,jcrew.com,retail,linkedin.com/company/j-crew,321,areva,areva,areva.com,oil & energy,linkedin.com/company/areva,252
"macon, georgia",GA,"Macon, GA",91600,geico,geico,geico.jobs,insurance,linkedin.com/company/geico,1275,navicenthealth,navicent health,navicenthealth.org,hospital & health care,linkedin.com/company/navicenthealth,1256,mercer-university,mercer university,mercer.edu,higher education,linkedin.com/company/mercer-university,787,united-states-air-force,united states air force,airforce.com,defense & space,linkedin.com/company/united-states-air-force,617,bibb-county-school-district,bibb county school district,None,consumer goods,linkedin.com/company/bibb-county-school-district,464,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,298,bibb-county-board-education,bibb county board education,None,information technology and services,linkedin.com/company/bibb-county-board-education,221,atrium-health-navicent,atrium health navicent,None,None,linkedin.com/company/atrium-health-navicent,179,georgia-farm-bureau,georgia farm bureau,gfb.org,insurance,linkedin.com/company/georgia-farm-bureau,156,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,155
"madera, california",CA,"Madera, CA",27401,madera-unified-school-district-personnel-commission,madera unified school district - personnel commission,madera.k12.ca.us,education management,linkedin.com/company/madera-unified-school-district-personnel-commission,441,children's-hospital-central-california,valley children's healthcare,valleychildrens.org,hospital & health care,linkedin.com/company/children's-hospital-central-california,270,madera-county,madera county,madera-county.com,government administration,linkedin.com/company/madera-county,167,chukchansi-gold-resort-&-casino,chukchansi gold resort & casino,chukchansigold.com,gambling & casinos,linkedin.com/company/chukchansi-gold-resort-&-casino,124,madera-community-hospital,madera community hospital,maderahospital.org,non-profit organization management,linkedin.com/company/madera-community-hospital,92,madera-county-office-of-education,madera county office of education,maderacoe.k12.ca.us,education management,linkedin.com/company/madera-county-office-of-education,84,cityofmadera,city of madera,cityofmadera.cityofmadera.ca.gov,government administration,linkedin.com/company/cityofmadera,73,california-state-university-fresno,"california state university, fresno",fresnostate.edu,higher education,linkedin.com/company/california-state-university-fresno,66,community-medical-centers,community medical centers,communitymedical.org,hospital & health care,linkedin.com/company/community-medical-centers,65,ctff,california teaching fellows foundation,ctff.us,education management,linkedin.com/company/ctff,63
"madison, wisconsin",WI,"Madison, WI",414403,uwmadison,uw-madison school of human ecology,wisc.edu,higher education,linkedin.com/company/uwmadison,13901,epic1979,epic,epic.com,computer software,linkedin.com/company/epic1979,8013,uw-health,uw health,uwhealth.org,hospital & health care,linkedin.com/company/uw-health,4802,american-family-insurance,american family insurance,amfam.com,insurance,linkedin.com/company/american-family-insurance,3446,state-of-wisconsin,state of wisconsin,wisc.jobs,government administration,linkedin.com/company/state-of-wisconsin,2447,exact-sciences,exact sciences,exactsciences.com,biotechnology,linkedin.com/company/exact-sciences,2170,mmsd,madison metropolitan school district,madison.k12.wi.us,primary/secondary education,linkedin.com/company/mmsd,1834,cunamutualgroup,cuna mutual group,cunamutual.com,insurance,linkedin.com/company/cunamutualgroup,1453,madison-area-technical-college,madison area technical college,madisoncollege.edu,higher education,linkedin.com/company/madison-area-technical-college,1384,ssm-health-care,ssm health,ssmhc.com,hospital & health care,linkedin.com/company/ssm-health-care,1239
"manchester, new hampshire",NH,"Manchester, NH",194454,fidelity-investments,fidelity investments,fidelity.com,financial services,linkedin.com/company/fidelity-investments,3112,bae-systems,bae systems,baesystems.com,defense & space,linkedin.com/company/bae-systems,2753,snhu,southern new hampshire university,snhu.edu,higher education,linkedin.com/company/snhu,1591,elliot-hospital,elliot hospital,elliothospital.org,hospital & health care,linkedin.com/company/elliot-hospital,1020,catholic-medical-center,catholic medical center,catholicmedicalcenter.org,hospital & health care,linkedin.com/company/catholic-medical-center,769,connection-it,connection,connection.com,information technology and services,linkedin.com/company/connection-it,684,comcast,comcast,comcast.com,media production,linkedin.com/company/comcast,539,nashua-school-district,nashua school district,nashua.edu,primary/secondary education,linkedin.com/company/nashua-school-district,529,dartmouth-hitchcock,dartmouth-hitchcock,dartmouth-hitchcock.org,hospital & health care,linkedin.com/company/dartmouth-hitchcock,498,southern-nh-medical-center,southern new hampshire health,snhhealth.org,hospital & health care,linkedin.com/company/southern-nh-medical-center,438
"manhattan, kansas",KS,"Manhattan, KS",49832,kansas-state-university,kansas state university,k-state.edu,higher education,linkedin.com/company/kansas-state-university,4429,us-army,us army,goarmy.com,military,linkedin.com/company/us-army,1975,geary-county-usd-475,geary county usd 475,usd475.org,primary/secondary education,linkedin.com/company/geary-county-usd-475,294,civicplus,civicplus,civicplus.com,information technology and services,linkedin.com/company/civicplus,174,usd-383---manhattan-ogden-eisenhower-middle-school,usd 383 - manhattan/ogden: eisenhower middle school,usd383.org,primary/secondary education,linkedin.com/company/usd-383---manhattan-ogden-eisenhower-middle-school,170,caterpillar-inc,caterpillar inc.,caterpillar.com,machinery,linkedin.com/company/caterpillar-inc,97,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,93,footlocker,foot locker,footlocker.com,retail,linkedin.com/company/footlocker,85,city-of-manhattan,"city of manhattan, kansas",cityofmhk.com,government administration,linkedin.com/company/city-of-manhattan,81,gtm-sportswear,gtm sportswear,gtmsportswear.com,apparel & fashion,linkedin.com/company/gtm-sportswear,76
"mankato, minnesota",MN,"Mankato, MN",40034,minnesota-state-university-mankato,"minnesota state university, mankato",mnsu.edu,higher education,linkedin.com/company/minnesota-state-university-mankato,1471,mayo-clinic,mayo clinic,mayoclinic.org,hospital & health care,linkedin.com/company/mayo-clinic,530,taylorcorporation,taylor corporation,taylorcorp.com,printing,linkedin.com/company/taylorcorporation,171,mankato-clinic-ltd,mankato clinic,mankatoclinic.com,medical practice,linkedin.com/company/mankato-clinic-ltd,160,gustavus-adolphus-college,gustavus adolphus college,gustavus.edu,higher education,linkedin.com/company/gustavus-adolphus-college,146,state-of-minnesota,state of minnesota,mn.gov,government administration,linkedin.com/company/state-of-minnesota,146,complementary-support-services,gentle shepherd ministries,gentleshepherdministries.net,religious institutions,linkedin.com/company/complementary-support-services,137,bethany-lutheran-college,bethany lutheran college,blc.edu,higher education,linkedin.com/company/bethany-lutheran-college,128,mankato-area-public-school,mankato area public schools,isd77.org,primary/secondary education,linkedin.com/company/mankato-area-public-school,127,blue-earth-county,blue earth county,blueearthcountymn.gov,government administration,linkedin.com/company/blue-earth-county,125
"mansfield, ohio",OH,"Mansfield, OH",33987,ohiohealth,ohiohealth,ohiohealth.com,hospital & health care,linkedin.com/company/ohiohealth,298,avita-health-system,avita health system,avitahealth.org,hospital & health care,linkedin.com/company/avita-health-system,186,medcentral-health-system,medcentral health system,None,hospital & health care,linkedin.com/company/medcentral-health-system,180,centurylink,centurylink,centurylink.com,information technology and services,linkedin.com/company/centurylink,157,ashland-university,ashland university,ashland.edu,higher education,linkedin.com/company/ashland-university,130,mansfield-city-schools-district,mansfield city schools district,None,None,linkedin.com/company/mansfield-city-schools-district,123,charternextgeneration,charter next generation,cnginc.com,None,linkedin.com/company/charternextgeneration,88,startek,startek,startek.com,outsourcing/offshoring,linkedin.com/company/startek,71,north-central-state-college,north central state college,ncstatecollege.edu,higher education,linkedin.com/company/north-central-state-college,68,arcelormittal,arcelormittal,arcelormittal.com,mining & metals,linkedin.com/company/arcelormittal,62
"mcallen, texas",TX,"Mcallen, TX",177934,the-university-of-texas-rio-grande-valley,the university of texas rio grande valley,utrgv.edu,higher education,linkedin.com/company/the-university-of-texas-rio-grande-valley,2090,mcallen-isd,mcallen isd,mcallenisd.org,education management,linkedin.com/company/mcallen-isd,1352,dhr-health,dhr health,dhrhealth.com,hospital & health care,linkedin.com/company/dhr-health,1246,la-joya-isd,la joya isd,lajoyaisd.com,fine art,linkedin.com/company/la-joya-isd,1088,south-texas-college,south texas college,southtexascollege.edu,education management,linkedin.com/company/south-texas-college,1061,idea-public-schools,idea public schools,ideapublicschools.org,education management,linkedin.com/company/idea-public-schools,1037,edinburg-isd,"south texas educational technologies, inc.",stet.co,education management,linkedin.com/company/edinburg-isd,764,heb,heb,heb.com,retail,linkedin.com/company/heb,756,the-university-of-texas---pan-american,the university of texas-pan american,utpa.edu,higher education,linkedin.com/company/the-university-of-texas---pan-american,691,psjaisd,pharr-san juan-alamo independent school district,psjaisd.us,primary/secondary education,linkedin.com/company/psjaisd,546
"medford, oregon",OR,"Medford, OR",87395,asante,asante,asante.org,hospital & health care,linkedin.com/company/asante,1427,harry-&-david,harry & david,harryanddavid.com,food & beverages,linkedin.com/company/harry-&-david,726,southern-oregon-university,southern oregon university,sou.edu,higher education,linkedin.com/company/southern-oregon-university,639,lithia-motors,"lithia motors, inc.",lithia.com,automotive,linkedin.com/company/lithia-motors,476,medford-school-district,medford school district,medford.k12.or.us,primary/secondary education,linkedin.com/company/medford-school-district,322,providence-health-and-services,providence health & services,providence.org,hospital & health care,linkedin.com/company/providence-health-and-services,252,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,209,amy's-kitchen,amy's kitchen,amys.com,food production,linkedin.com/company/amy's-kitchen,162,rogue-credit-union,rogue credit union,roguecu.org,financial services,linkedin.com/company/rogue-credit-union,135,rogue-community-college,rogue community college,roguecc.edu,higher education,linkedin.com/company/rogue-community-college,130
"memphis, tennessee",TN,"Memphis, TN",587243,fedex,fedex,fedex.com,package/freight delivery,linkedin.com/company/fedex,9518,shelby-county-schools,shelby county schools,scsk12.org,education management,linkedin.com/company/shelby-county-schools,5312,st--jude-children's-research-hospital,st. jude children's research hospital - alsac,stjude.org,fund-raising,linkedin.com/company/st--jude-children's-research-hospital,4143,methodist-le-bonheur-healthcare,methodist le bonheur healthcare,methodisthealth.org,hospital & health care,linkedin.com/company/methodist-le-bonheur-healthcare,3837,fedex-services,fedex services,None,transportation/trucking/railroad,linkedin.com/company/fedex-services,3717,baptistonline,baptist memorial health care,baptistonline.org,hospital & health care,linkedin.com/company/baptistonline,3060,international-paper,international paper,internationalpaper.com,paper & forest products,linkedin.com/company/international-paper,2412,nike,nike,nike.com,sporting goods,linkedin.com/company/nike,2254,city-of-memphis,city of memphis,memphistn.gov,government administration,linkedin.com/company/city-of-memphis,2252,amazon,amazon,amazon.com,internet,linkedin.com/company/amazon,1990
